Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
AAA,2012.11.06.,276.0,1450.0,400350.0,1416.6165386928983,3,275.0,275.0,277.0,HUF,276.1034482758621,1.87011735E10
AAA,2012.11.07.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.08.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.09.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.12.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.13.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.14.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.15.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.16.,,,,,,,,,HUF,,1.87011735E10
AAA,2012.11.19.,260.0,3526.0,866253.0,3048.791046352022,4,236.0,236.0,260.0,HUF,245.67583664208735,1.76170475E10
AAA,2012.11.20.,265.0,150.0,39750.0,141.05248216883714,1,265.0,265.0,265.0,HUF,265.0,1.7955836875E10
AAA,2012.11.21.,,,,,,,,,HUF,,1.7955836875E10
AAA,2012.11.22.,,,,,,,,,HUF,,1.7955836875E10
AAA,2012.11.23.,,,,,,,,,HUF,,1.7955836875E10
AAA,2012.11.26.,,,,,,,,,HUF,,1.7955836875E10
AAA,2012.11.27.,270.0,2515.0,678050.0,2408.6178110901924,3,260.0,260.0,270.0,HUF,269.6023856858847,1.829462625E10
AAA,2012.11.28.,,,,,,,,,HUF,,1.829462625E10
AAA,2012.11.29.,260.0,2220.0,567200.0,2032.028087271164,2,250.0,250.0,260.0,HUF,255.4954954954955,1.76170475E10
AAA,2012.11.30.,245.0,3820.0,947150.0,3378.4555020510074,3,260.0,245.0,260.0,HUF,247.94502617801047,1.6600679375E10
AAA,2012.12.03.,245.0,5540.0,1376690.0,4889.682116853134,2,252.0,245.0,252.0,HUF,248.5,1.6600679375E10
AAA,2012.12.04.,239.0,150.0,35850.0,127.18629155284351,1,239.0,239.0,239.0,HUF,239.0,1.6194132125E10
AAA,2012.12.05.,,,,,,,,,HUF,,1.6194132125E10
AAA,2012.12.06.,,,,,,,,,HUF,,1.6194132125E10
AAA,2012.12.07.,,,,,,,,,HUF,,1.6194132125E10
AAA,2012.12.10.,255.0,110.0,27910.0,98.4132581100141,2,241.0,241.0,255.0,HUF,253.72727272727272,1.7278258125E10
